path,recommended_permissions,notes
"external/openclaw/src/gateway/server-methods/logs.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/gateway/server-methods/logs.ts","contents:read","default conservative read-only"
"external/openclaw/src/gateway/server-methods/nodes.ts","contents:read","default conservative read-only"
"external/openclaw/src/gateway/server-methods/send.ts","contents:read","default conservative read-only"
"external/openclaw/src/gateway/server-methods/sessions.ts","contents:read","default conservative read-only"
"external/openclaw/src/gateway/server-methods/tts.ts","contents:read","default conservative read-only"
"external/openclaw/src/gateway/server-methods/types.ts","contents:read","default conservative read-only"
"external/openclaw/src/gateway/server-methods/update.ts","contents:read","default conservative read-only"
"external/openclaw/src/gateway/server-methods/usage.ts","contents:read","default conservative read-only"
"external/openclaw/src/gateway/server-methods/wizard.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/bundled-dir.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/config.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/frontmatter.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/gmail-ops.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/gmail-setup-utils.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/gmail-setup-utils.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/gmail-watcher.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/gmail.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/gmail.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/hooks-install.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/hooks-status.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/install.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/install.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/internal-hooks.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/llm-slug-generator.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/loader.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/loader.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/plugin-hooks.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/soul-evil.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/soul-evil.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/types.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/workspace.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/bundled/README.md","contents:read","default conservative read-only"
"external/openclaw/src/hooks/bundled/command-logger/handler.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/bundled/command-logger/HOOK.md","contents:read","default conservative read-only"
"external/openclaw/src/hooks/bundled/session-memory/handler.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/bundled/session-memory/handler.ts","contents:read","default conservative read-only"
"external/openclaw/src/hooks/bundled/session-memory/HOOK.md","contents:read","default conservative read-only"
"external/openclaw/src/hooks/bundled/soul-evil/handler.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/imessage/accounts.ts","contents:read","default conservative read-only"
"external/openclaw/src/imessage/client.ts","contents:read","default conservative read-only"
"external/openclaw/src/imessage/monitor.skips-group-messages-without-mention-by-default.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/imessage/monitor.updates-last-route-chat-id-direct-messages.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/imessage/probe.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/imessage/probe.ts","contents:read","default conservative read-only"
"external/openclaw/src/imessage/send.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/imessage/send.ts","contents:read","default conservative read-only"
"external/openclaw/src/imessage/targets.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/imessage/targets.ts","contents:read","default conservative read-only"
"external/openclaw/src/imessage/monitor/monitor-provider.ts","contents:read","default conservative read-only"
"external/openclaw/src/imessage/monitor/types.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/agent-events.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/archive.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/archive.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/bonjour-discovery.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/bonjour-discovery.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/bonjour.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/bonjour.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/brew.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/brew.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/channel-activity.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/channel-summary.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/control-ui-assets.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/control-ui-assets.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/dedupe.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/device-auth-store.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/device-identity.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/device-pairing.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/device-pairing.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/dotenv.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/dotenv.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/env-file.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/exec-approval-forwarder.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/exec-approvals.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/exec-approvals.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/exec-host.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/exec-safety.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/fetch.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/fs-safe.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/gateway-lock.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/gateway-lock.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/git-commit.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/heartbeat-runner.respects-ackmaxchars-heartbeat-acks.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/heartbeat-runner.returns-default-unset.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/heartbeat-runner.sender-prefers-delivery-target.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/heartbeat-runner.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/is-main.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/is-main.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/json-file.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/node-pairing.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/openclaw-root.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/path-env.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/path-env.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/ports-format.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/ports-lsof.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/provider-usage.auth.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/provider-usage.fetch.antigravity.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/provider-usage.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/restart-sentinel.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/restart-sentinel.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/runtime-guard.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/runtime-guard.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/session-cost-usage.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/session-cost-usage.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/shell-env.path.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/shell-env.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/skills-remote.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/ssh-config.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/state-migrations.fs.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/state-migrations.fs.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/state-migrations.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/system-events.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/system-presence.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/tailscale.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/update-check.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/update-global.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/update-runner.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/update-runner.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/update-startup.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/update-startup.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/voicewake.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/voicewake.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/widearea-dns.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/widearea-dns.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/net/fetch-guard.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/net/ssrf.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/outbound/directory-cache.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/outbound/message-action-runner.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/outbound/message-action-runner.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/outbound/message.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/outbound/outbound-policy.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/outbound/outbound-send-service.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/outbound/outbound-session.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/outbound/target-resolver.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/outbound/targets.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/infra/tls/gateway.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/accounts.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/bot-handlers.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/bot-message-context.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/bot-message-context.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/bot.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/config-schema.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/download.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/http-registry.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/index.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/markdown-to-line.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/monitor.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/rich-menu.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/send.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/types.ts","contents:read","default conservative read-only"
"external/openclaw/src/line/webhook.ts","contents:read","default conservative read-only"
"external/openclaw/src/logging/config.ts","contents:read","default conservative read-only"
"external/openclaw/src/logging/console-capture.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/logging/console.ts","contents:read","default conservative read-only"
"external/openclaw/src/logging/diagnostic.ts","contents:read","default conservative read-only"
"external/openclaw/src/logging/logger.ts","contents:read","default conservative read-only"
"external/openclaw/src/logging/redact.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/logging/redact.ts","contents:read","default conservative read-only"
"external/openclaw/src/logging/state.ts","contents:read","default conservative read-only"
"external/openclaw/src/macos/relay-smoke.ts","contents:read","default conservative read-only"
"external/openclaw/src/macos/relay.ts","contents:read","default conservative read-only"
"external/openclaw/src/markdown/ir.ts","contents:read","default conservative read-only"
"external/openclaw/src/markdown/render.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/audio-tags.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/audio.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/fetch.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/host.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/host.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/image-ops.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/input-files.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/mime.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/mime.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/parse.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/parse.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/server.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/server.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/store.header-ext.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/store.redirect.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/store.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media/store.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/apply.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/apply.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/attachments.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/resolve.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/resolve.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/runner.auto-audio.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/runner.deepgram.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/runner.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/runner.vision-skip.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/types.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/providers/index.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/providers/deepgram/audio.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/providers/groq/index.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/providers/openai/audio.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/providers/openai/audio.ts","contents:read","default conservative read-only"
"external/openclaw/src/media-understanding/providers/openai/index.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/backend-config.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/backend-config.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/batch-gemini.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/embeddings-gemini.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/embeddings.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/hybrid.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/hybrid.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/index.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/internal.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/internal.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/manager-cache-key.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/manager-search.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/manager.async-search.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/manager.atomic-reindex.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/manager.batch.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/manager.embedding-batches.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/manager.sync-errors-do-not-crash.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/manager.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/manager.vector-dedupe.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/memory-schema.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/qmd-manager.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/qmd-manager.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/search-manager.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/search-manager.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/session-files.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/sqlite-vec.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/sync-memory-files.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/sync-session-files.ts","contents:read","default conservative read-only"
"external/openclaw/src/memory/types.ts","contents:read","default conservative read-only"
"external/openclaw/src/node-host/config.ts","contents:read","default conservative read-only"
"external/openclaw/src/node-host/runner.ts","contents:read","default conservative read-only"
"external/openclaw/src/pairing/pairing-store.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/pairing/pairing-store.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugin-sdk/index.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugin-sdk/index.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/bundled-dir.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/commands.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/config-schema.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/config-state.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/discovery.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/discovery.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/hooks.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/http-path.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/http-registry.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/install.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/install.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/loader.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/loader.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/manifest-registry.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/manifest.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/registry.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/schema-validator.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/services.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/tools.optional.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/tools.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/types.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/update.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/voice-call.plugin.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/runtime/index.ts","contents:read","default conservative read-only"
"external/openclaw/src/plugins/runtime/types.ts","contents:read","default conservative read-only"
"external/openclaw/src/process/child-process-bridge.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/process/command-queue.ts","contents:read","default conservative read-only"
"external/openclaw/src/process/exec.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/process/exec.ts","contents:read","default conservative read-only"
"external/openclaw/src/providers/github-copilot-models.ts","contents:read","default conservative read-only"
"external/openclaw/src/providers/github-copilot-token.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/providers/github-copilot-token.ts","contents:read","default conservative read-only"
"external/openclaw/src/providers/google-shared.preserves-parameters-type-is-missing.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/routing/bindings.ts","contents:read","default conservative read-only"
"external/openclaw/src/routing/session-key.ts","contents:read","default conservative read-only"
"external/openclaw/src/scripts/canvas-a2ui-copy.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/security/audit-extra.ts","contents:read","default conservative read-only"
"external/openclaw/src/security/audit-fs.ts","contents:read","default conservative read-only"
"external/openclaw/src/security/audit.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/security/audit.ts","contents:read","default conservative read-only"
"external/openclaw/src/security/external-content.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/security/external-content.ts","contents:read","default conservative read-only"
"external/openclaw/src/security/fix.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/security/fix.ts","contents:read","default conservative read-only"
"external/openclaw/src/security/windows-acl.ts","contents:read","default conservative read-only"
"external/openclaw/src/shared/text/reasoning-tags.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/signal/accounts.ts","contents:read","default conservative read-only"
"external/openclaw/src/signal/daemon.ts","contents:read","default conservative read-only"
"external/openclaw/src/signal/monitor.event-handler.sender-prefix.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/signal/monitor.event-handler.typing-read-receipts.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/signal/monitor.tool-result.pairs-uuid-only-senders-uuid-allowlist-entry.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/signal/monitor.tool-result.sends-tool-summaries-responseprefix.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/signal/monitor.ts","contents:read","default conservative read-only"
"external/openclaw/src/signal/send.ts","contents:read","default conservative read-only"
"external/openclaw/src/signal/monitor/event-handler.inbound-contract.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/signal/monitor/event-handler.ts","contents:read","default conservative read-only"
"external/openclaw/src/signal/monitor/event-handler.types.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor.test-helpers.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor.threading.missing-thread-ts.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor.tool-result.forces-thread-replies-replytoid-is-set.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor.tool-result.sends-tool-summaries-responseprefix.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor.tool-result.threads-top-level-replies-replytomode-is-all.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/send.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/targets.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/targets.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/http/registry.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/http/registry.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor/context.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor/media.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor/media.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor/message-handler.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor/provider.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor/slash.command-arg-menus.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor/slash.policy.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor/slash.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor/thread-resolution.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor/message-handler/dispatch.ts","contents:read","default conservative read-only"
"external/openclaw/src/slack/monitor/message-handler/prepare.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot-handlers.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot-message-context.dm-threads.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot-message-context.sender-prefix.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot-message-context.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot-message-dispatch.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot-message-dispatch.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot-message.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot-message.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot-native-commands.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot.create-telegram-bot.accepts-group-messages-mentionpatterns-match-without-botusername.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot.create-telegram-bot.applies-topic-skill-filters-system-prompts.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot.create-telegram-bot.blocks-all-group-messages-grouppolicy-is.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot.create-telegram-bot.dedupes-duplicate-callback-query-updates-by-update.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot.create-telegram-bot.installs-grammy-throttler.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot.create-telegram-bot.matches-tg-prefixed-allowfrom-entries-case-insensitively.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot.create-telegram-bot.matches-usernames-case-insensitively-grouppolicy-is.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot.create-telegram-bot.routes-dms-by-telegram-accountid-binding.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot.create-telegram-bot.sends-replies-without-native-reply-threading.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot.media.downloads-media-file-path-no-file-download.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot.media.includes-location-text-ctx-fields-pins.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/download.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/download.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/inline-buttons.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/monitor.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/network-errors.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/proxy.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/proxy.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/send.returns-undefined-empty-input.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/send.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/sent-message-cache.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/sticker-cache.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/sticker-cache.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/token.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/update-offset-store.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/update-offset-store.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/voice.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/voice.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/webhook.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/webhook.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot/delivery.ts","contents:read","default conservative read-only"
"external/openclaw/src/telegram/bot/types.ts","contents:read","default conservative read-only"
"external/openclaw/src/terminal/ansi.ts","contents:read","default conservative read-only"
"external/openclaw/src/terminal/links.ts","contents:read","default conservative read-only"
"external/openclaw/src/test-helpers/workspace.ts","contents:read","default conservative read-only"
"external/openclaw/src/test-utils/channel-plugins.ts","contents:read","default conservative read-only"
"external/openclaw/src/tts/tts.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/tts/tts.ts","contents:read","default conservative read-only"
"external/openclaw/src/tui/gateway-chat.ts","contents:read","default conservative read-only"
"external/openclaw/src/tui/tui-command-handlers.ts","contents:read","default conservative read-only"
"external/openclaw/src/tui/tui-local-shell.ts","contents:read","default conservative read-only"
"external/openclaw/src/tui/tui-status-summary.ts","contents:read","default conservative read-only"
"external/openclaw/src/tui/tui-stream-assembler.ts","contents:read","default conservative read-only"
"external/openclaw/src/tui/tui-types.ts","contents:read","default conservative read-only"
